userId,group,converted
6337f555870c4e97b7bb84d7e944da26,control,False
b5478fa14d6a4c519219b6bbadd3f926,treatment,True
9a032cbb6bc040d5a852d5560dc60711,treatment,False
24d18ade0ebd46639b401e2a22dddee6,control,False
06c55e35c7a5420690918c3c7b3ce2af,control,True
bd7a1bc29517403bb1d7e613bfcc04e2,control,False
894eeeffecb141219a72f7958e7c1321,treatment,False
01a2195642c54a059451257abcf1d044,treatment,False
7ce6e4c0a72046ab90aa05bce02eff8e,control,True
03409e15007847edbdb1494632210b9d,control,True
933b91c615674b168baba109317c9b82,control,False
201ff13a1fea4294a33e5847ecfe3337,treatment,False
fe2615d18c9e4a8ebf6e905d7269d427,control,False
d51efe09f4874c61895d187773f6b6c2,treatment,False
b8c9c6b22f2d4ae2a908e86b85f6d7fb,control,False
82b4610ce8ce44a99f10787f23c77e41,treatment,True
88cbe2a13d6a41b182604ed547375738,treatment,False
072bc0263ad14349829ccda4ef7c5061,control,False
adee3a3a1bba412c86b53a4f9ab87bd3,control,False
b762023b7e0b4c82b131cfd7c71db6d5,treatment,True
1e1d46e84c304abfbb78c7f3392b1b1f,control,True
a5c7f8c05f724d5e80787db750484e07,treatment,True
84e2b45af00e440089c45510a7f034ec,control,False
5fcd8f81672448db96d44f292c471649,treatment,False
810b92da80cc440d8573d8e2b8ae3188,control,False
e70c0c3d6300484aa992c1dcd6446179,control,True
2a6a8a2b5ae84608b0976ee84645baf5,control,False
9595555f581443a38f1e5f5b9bfa99e2,treatment,False
7a74717acfdb41e4ad60b1e8ce7dd942,control,False
ffbd1e308ee74ff987eccdcfe7264eff,control,False
bdbe330d87574c9695878093bb44eb3c,treatment,False
a91f611105464bb4af072c3ddbfd3623,treatment,False
fe5164dc268d426c920711bb81e3fbd7,treatment,True
c55a3eaa924941618f7790f91e26ee0e,treatment,True
8f9edc07152c441499ab3d6f6fb8a654,control,False
ee4a71822c2c4e2f8d3a7cd480703862,control,False
cf14f72667a9473389e232c203d01ed2,control,False
26764702c6b54008823261f3458966d5,control,True
9fd522b7bf8d44589693fb017b86cbf4,control,True
04a21d89020a47d79e09bf84e77530e3,control,False
2601f737cf1c47778dd4385f873c03ce,treatment,True
e8b9b4bc2e7f427e91d3bd5550a69611,treatment,False
e9bb958071304e4ba113a62d50ec42a3,control,False
46967aa998cb4dbfa9e116bdfac5f5d4,treatment,False
b60e94935d344c2ebfc1f310ca826453,control,False
4e9745e360e84c9f94d0bdaa88d2446b,control,False
c521542fd2c94febabd827ec99a38f54,control,True
6249e106ad634e9c9c280b14994023be,control,False
5a77095d5e47482d958335544915e55e,treatment,False
76ddbb21861c45538a627170fb0ed600,treatment,True
9c74feb7571b42f094ba5bdb0a7e3802,treatment,False
61fcdd63fe50454a89261ac62ee1cf46,control,False
bff35b1adf33482a9932c72d9fde6b15,treatment,False
18db83316c034cb788d231613730d612,treatment,True
2ad99ab10c20456abe4e1fbf07d56ed1,treatment,True
471e8aa50a164faa896d477ca0a512a5,control,False
1962c306bac545c58beb24c092220849,treatment,True
4ef24698e63048ef918db3cf2b25d5ef,control,True
9e466eaf034a4430b5195a1ef0ada6a3,control,False
986b91172e1743a8bca1e5c0eac7c7b1,control,False
522bfc5955504b639db8f8b40b8be8f2,treatment,True
05cef88970b04bf7a0fccc569433011d,treatment,False
1ac9c4a77f554dd8be7d001ed63ced6d,control,True
dea3512678f64dee983775e471289b2b,treatment,False
0ac0e1c5d33444fa88589f3c33064ceb,control,True
8b2c700bfa564e32ba04b534ed084743,control,True
c0d3c16540b040a1808d53c87b574cde,treatment,True
0ae29127ef1546f5bbd739c461138392,control,False
7b3b0579a5c341a49a95d5a6e637a31d,control,True
a64528b21b4048b5ac9cb6256ee95668,control,True
f6b4efe9e3cb4c0baae323111cf50285,treatment,True
4cb75551382c4cf1a3ae1fe5a67627bd,control,False
6e3ba1d0fee3455ebe556e63aab41ea6,treatment,True
607b4e48488f46e187899196851a6075,treatment,True
993257db444943c7b9f0df79dc726835,control,False
3a062925215e49c2819d44dad0733aff,treatment,True
095c586476534c2db40325d2dc3943f2,control,True
44c19cc040714203977045dfdba97402,control,True
88d5ad13b22e4d57b98ae5f2d86ecfee,treatment,False
d5d9a640ebec4b1c9cc274fbbff6a427,treatment,False
e9c1f59c6a7d493da3c01e14cd148f40,treatment,False
c1f8bcef546c4998884b23577add6e77,treatment,False
a3c35cd187384bfdadaeaa75b90b1710,control,True
3d249703f0e046bb8cb5b56e4c4fcfe3,treatment,False
b0497b96d7aa487786a1114e3c0d5cf2,control,True
cc14ffee4fb5428d8d43e8ebada3734a,control,False
b25ca3738a754fdf90c2a41cf8dd7a1b,treatment,True
5fe1e6af55dd45aea86896eaff701d5b,control,False
3cf0ede7cc6a4d11aa7184be2bbd398a,treatment,False
e1a79116a6d64bf88426a81acb20e9e8,treatment,False
84767c5856a0405e82e396b7143425e0,treatment,False
29b027f2429846549052c4402f570340,control,False
dad2828292a0471599184d45b2f2bd36,control,False
73fd9b9834e140dea48126a9c5490f8f,treatment,True
7d31343e3a2444b3b5cfdaed1bfa2606,treatment,False
c6e108ff88aa4935b6e023c498fe84de,control,True
662c175b052e40faaaf3f5441a3525db,control,False
c51b9bd8dfe946d99ce60c3a82400878,control,False
7c25b9fb208b4216aab4ee3e0673ecce,control,True
732aa2008ba94228b3fc0e829f543fd5,treatment,True
290f8084cb264c278e41b0e55ab96e95,control,False
86ec39f8d1ff499cbb16f42568dbfb32,treatment,False
3721353a49244d5396c040bb83a3fc88,control,False
6b356b393ea84d3faf9fabcfb1da6b80,control,False
6cf254c0257444b0827d45a119a12667,treatment,True
431c353ffb494b4fa5e8baf1e3f17575,treatment,False
7e64a22c363f4e3dbb5c95237fe7e80a,control,False
1b1749b16fb84f88ab37c0147436add1,control,False
8c4f3385982842f09e79dfa2016acdd4,control,False
03b063f01c16486b94533035161140bf,treatment,False
ccbd2f45dd494c84adfda4bd25c0cbe1,control,False
699e838d384b4dc09d661d2354e714e9,treatment,False
2d00b7498e9b46d78765297e560288e5,control,False
e1030ad9d1e74dc6a5aff0a1cb3a7ca4,treatment,False
7fa6738edfc9422eb890bf15a083f64d,control,False
6fb8c983ca6b453595d8ab8ecdcd3af2,treatment,False
d7244cd03dd3401cbcb45d0e16d1f015,control,False
79e4bc8cff4c4d64a0213ee2ba04c245,control,False
dc2ef453304544549f3bd02d3ffadcc3,control,False
c2302028902346c999a54453ef95bd7f,control,False
79913b95711548beb1a56633e23efbcb,control,False
02c6d520c7ff478292662b6701b5dd0b,control,False
29485e5c61bd4da5be6792978d915af2,treatment,True
9fd59c10020d4213aa3e8dda96528831,treatment,False
3048258d685346c08e41094d1467f9f4,treatment,False
83d77e39912842a2b582c6a88fb1aed7,treatment,False
ba31a6fa75e24ef28dc4d41f170dfa6d,control,False
31d22564ac7945619a8cdfd9a07ec2b9,control,False
c32bdd15bdd746a5be5580dcc15f77ce,treatment,True
6288cd96187d49f6b8ef255372e15744,treatment,False
23309e7c521e4d1ca66a692a9c761489,control,True
b54435c08ce54da4ac73b8aaabd34102,treatment,False
e66f7e09468c4a04a0d2088994f466ef,treatment,False
9bdd99fbdeed4c619a1558ce57e4a999,treatment,False
39c18727edb44c56a2183b859399fdcf,treatment,False
bef6d60049994c1faa521092c4f2479c,treatment,False
456341e5731d494cb9ddede3c6620df6,control,False
01483604c7e4404481c93c958d3557c8,treatment,False
48286adac56a4c01861d207e5261e09e,control,False
edaac91c0c1048f5aa992abca2d93718,control,True
6f60e563a3dd42eeaec110043ab84599,treatment,False
dc648883611641fc9eaf23e2c1a83636,treatment,True
7324569b18ef455db40681863e2245f9,control,False
7002ef83b0f54de6afc669abe00a6d0d,control,False
7a3909572017457eab5fdb25c7fc790d,control,False
105eb12be6f344c3a043a06d642df905,control,False
53bbbff24ff94a1d8a8944487cc6097b,control,True
35d9d97b8c384cf7b6891435cd0109e3,control,False
faaa8103d194445dbb257045dab6a8a0,treatment,False
60db8dae2b714b8b9b3eb6b91e0f5024,treatment,False
5e1069d834454afb9486b8d16f9ac25c,treatment,False
c47fb0f13fc04e00a520ca60bf4160ef,treatment,False
d20809fee7694f6da5a858cc884df290,control,True
403232d4a8d1468aa4b43ad173c5d210,treatment,False
2c8a0c9136c74669a1ed8ad21b9587a9,treatment,False
87183192a10044de860e7a7edfb3ca97,control,False
f315d503fcf24ff8879efccb6f0dfe25,control,False
5b3cf8a762644233b5f2a13b5a3c71c3,treatment,False
ea9484b513cf4532bac73f7e35f638c8,control,False
d3ee0147bd7a4a1b8ca871e2f9e0b442,treatment,False
01f402a6d40a421488f95027ca7ccdc7,treatment,True
28adb409bd094009be2db7a95e89220e,control,False
d96a92c38560445391a81108cc1fab46,control,True
885c7150e8714620adbd113564f7da6b,control,True
dbbe4df6b03d491da93cd608162c9a8d,control,False
37db2e509b574c67961507d5bae68639,control,False
d4f9caf672dd4362b3dcbdaf13f8f40d,control,False
bbf08fdcb35546669ca7620e48518e4d,control,False
91a3f70ff2cb47f3ae9a2bf3d19dc49d,treatment,True
aa4782dcb9e644d0a7015ba68ceba2e8,control,False
a5c01e3ce6184b66bdbf54602c980a6d,control,False
515fd2ba03284ec883067d2943d7c8f6,control,False
fcd479d258814ede8fed6952d4a370b7,control,False
4445e078e11646af82012f0cfc523e84,treatment,True
1dccf83387714a518a54509486f34d1a,treatment,False
5099242ef03d45b1bcfee005bd9cbf7c,control,False
de8dd221709144ecaff2856c1b0ea442,treatment,True
7473655dfa244027832152b267c4cd40,control,True
b844514d171f403f915d455b570fcf7e,treatment,False
3201f8fc5c3c4b429e88f39e98977fd0,treatment,True
1cccb2a8e9724e9ba50e8d6109f3cd86,control,True
4aa20d921ea2483d98a68555ddd6e926,control,True
c089d57149c4418ebd803fd1114b05b2,control,True
8cef807846394fcaa547534340669bad,control,False
7ae61f52a3e8467faf3cd24bd21aafd6,control,False
2dc6a4628acc47708dcbaf62673f0fc6,control,False
44093001a4854e588deae6132c72c742,control,False
7cd6dd8c37014b3e85b07d948f123870,control,True
aef293f26696478db20467392b318d5d,control,False
cd9c9d44c2b44fa690c82d4fcca21c88,control,True
52c80087b9994862897489ae362b3246,treatment,False
9498d95d0bd945489b43083919f1ccb6,control,True
ea184468eda14099a0896418dbbfca86,control,False
0dd9288d135f47e49aa29364705d27ae,control,False
5b4c3a9c80f844bbadedac235a872d83,control,True
7f3a2eb917074431b92f4ccc8bbce47b,treatment,True
4ccdec592ee840bf8482f9b2514eff95,treatment,True
ccc25da6572643d4a2692bf987c86067,control,True
975d730225f7493bb1d5008330936367,treatment,True
eebf5504fa744527bf658b7102325a0f,treatment,False
a92c37a5470f4ccc8ec7ca490433628b,treatment,False
2ebe9bb893f244c2bfaaa566478c5246,treatment,False
bf8c620f3e3842f8bb6c2a72a0519e72,control,False
7161cbeb9cd24e1fa77cdb9194fde0bc,treatment,True
0121e54005a84d74a09c7536221458e7,control,True
24c9d516dbfa4d1f8b72b4c8e18e5ef1,control,False
4dbcad248987420eacd59b85f6efdc6b,control,True
7ff6d116b0394cda924d1bf135dcc97a,control,True
0dbf599ece794fa1999111d5f49344a6,control,False
d5ef6cedecc04e699c7af5dda5ddc66c,treatment,False
4b4cf6358a8f4e86be4c44b313166c92,treatment,True
85ee006a9ca647aeb9c0540099df0830,control,False
fab37ba901b44bab8ecdf66823b8fa43,control,False
23df289619d94fdaaf14eb0e5b482cfd,control,True
4faf51362d174930a564828751e8787b,control,True
5b91e21c746040749116c519f32501ab,control,False
7517b6c3a9634eab8891594f0a9bc8bd,treatment,False
b5e53de15dc044d5b7d3cc7efd8079f3,treatment,False
e859194a3d9a47fcb806db618b6c2112,treatment,True
01106706804a451da283b435d758d632,treatment,False
2eb9d06d33004d94bd4ad7645c7f2a93,control,False
f140a52e9d474f81a03ef96728790fe8,control,True
075872e036274ca1b07bdacd2ce66697,treatment,False
ad0dabf37ecc48c0acc709a0bd25640f,control,True
8ca412924956422e89caf56a96eca972,control,True
c561eb45e6d74a6088305224d70e01d6,treatment,False
4c57c883b61548adbaa4bddc368dc9ec,control,False
c3ae65293d1743aa87da46c8c6e08343,control,True
e62a5c4d4c834995b4ceb558e8066412,control,False
1d6cf519208d4fa2a4e9097838a884c1,control,False
575bf9129c804388b92294d79f4b318e,control,False
9120ec75b30a418aae75f9be2029d240,treatment,False
15a8fd80f1404272adc15f0adbd7be62,control,True
d056d48db00a4313acda53bc44ded4ae,treatment,False
ec08b594421349c3bc67bf565d7b234e,control,False
5309d3cbe7fc466fab338a654da5a119,treatment,True
9b3a2949abfb491f8875e85225817e0d,treatment,False
82d1907f50354e6eb326c5f697f19d4f,treatment,False
2180c2b48bf04be68d40108c0214434d,control,True
e37c6f8f678d4bf794e9bb729f3da28f,control,True
542e8d05adac423e9858c2fe15d91e0a,control,False
e4b61f4ff6d64b93844f41a5e3eb7a5b,treatment,True
5bf93d2cadac403d86755e11e0895108,treatment,True
d1522116cabc4b51bba85fa93e901c86,control,True
aedd9846b9944691be6082b7215c1a53,treatment,False
15767ae2f2c94b89a76967b33052fc69,control,False
4bbe949d27544e4dbbaa793a3d34a75d,control,False
4ea80c6c61ed4e588271132fa6b2d158,treatment,True
3989ea55427f4bafb552657e352210f2,control,True
0b3e43c6ac1f49f690db4a74f1c799fb,control,False
00ce7232bc0848a3b8c14a5e71819797,treatment,False
42e9d79f108d4f1fba92507f5cccff28,treatment,False
3752f23fb15148d59641ee0505f4d199,treatment,False
4449cb179061444691e421afadc67b6b,treatment,False
379894ec3da34282aa1ac4cdf14040ab,control,False
4579fa98ffdd481eb41b0c10cc6fc0d0,control,False
7a6dc1c51b10419a9602cee911235e7a,treatment,False
2d57c76ff12e49b2b9abce2120f6f0ff,control,True
f49fb57c76e449f9b2a6216ba8402c14,control,False
eaf57644da204fc6add01ba577a7276b,control,False
45b59b5f20584f0fb08ae15567bc4376,treatment,False
5a1eac7bbbf64ff19427673efc6d3e09,treatment,False
38172bcfbcb3470ab99c6aeb2ebb07cc,treatment,False
a024cdbff74041669f10102b38d2466e,treatment,False
91c2ea641c214a3fb203a4deab5733f3,treatment,False
3dc5b349d54c4588bfbcd150a3ad6e9a,treatment,False
a73bf04b64dc4c25a22ff20c7dcc95d6,control,True
fcaa33ee9b9845a8a4d7b56282d3088b,treatment,True
2ac52bc69bf842808087204766f6ed20,treatment,False
f8a0531719b142d8b98f54d8fb627090,control,True
0a05d338481743c09f32e9d8f3dc0ae6,treatment,True
ef2f89528e92436fbdf2072efdfcc98b,control,False
28a8e9dea49347fd8d89135a7742633c,control,False
5e95dd8c517c444ab4a5a0a07778823f,control,True
e96262636b124337bfb8de777bda9c68,control,True
367aba89dccf429ab558986b11c2f6cd,treatment,False
7a72e9ef3fad41128faf4a2e16b3ca44,control,False
e4568960a379419e93fc76d7fddc95c3,control,False
102d46f666bb4277913680c6b728e481,treatment,False
5e9927e1a8594b518f52b37afa2cd585,control,True
80ab62830b1b4159bf14d9ef204cd3db,control,True
09676ffd6ebe40bab13ee8a66eff36ab,treatment,True
94b7d311438a4816975dc8d03267143d,treatment,False
b8f43f8a958c40adbe5f71aa6eedffcb,treatment,False
f8f570e6f0c44cc3adc7020689d3bb85,control,False
877e305715aa4fe89f30035aa782f861,control,False
8ab8bcefe52b45f1a75495b71ebfd3b6,treatment,False
638187be56a7464ebb9603a7b7cb90ed,treatment,False
ec2f4e7a9e364774a89b6c358b845a10,control,False
953ac5c1ddee42d4bb823c550e36c3b5,control,False
f3c29ad7f1094898a7d850d9c38e7dcb,treatment,False
c018bf945f174f6babddd3bc28dc97ca,treatment,True
b715f499bc73407f960291409311288a,treatment,False
43d357e519de4d6e822959255b1da69d,treatment,False
196b92ca27dc43b2b4b4305105f217c8,treatment,False
5e21d7cc19f94e058903d830893b28b6,control,False
dde68f013a4d42d9898f3bcc0035601e,treatment,True
51d7add5ebcc4662bcf06b8b72949f5a,treatment,False
53d66eca2a054c6e9467dd30942d2384,treatment,False
5b19cc9a55444db0b957e934723722c4,treatment,False
4f67c19da2e44124bd42d4216ddca67b,treatment,False
14a8cf068b234a33b80dc4c811a1558e,control,False
e944d4d31cc7464b9f53b8e6c8244e61,control,False
8fdc8d5117c34488ab817c0b05426964,treatment,True
aae4a9884df64cefbd3fc43e5f1b6e75,treatment,True
09d6da6715ef48e9bca5887e094d9312,treatment,True
decfeb6115114a03a8aec34064845a3f,treatment,False
26baf19498814306bb53ed1066849b6d,treatment,False
05ed320f6776471c9f02ac95e73ca65e,control,False
1f6684e79d6e4690935485c014cc042e,treatment,True
25511569cdc74b22ba24a63898ef53b9,control,False
62180fc7fb74485088e3ef2a376bd27e,control,True
00c15f8eee964f63a1c5f56c433ba96f,treatment,True
4169644b8205430daed7d41bd242f941,treatment,False
bb90fd21a87d412daccfe212ab3d63aa,control,True
3b3d1a36db434d618dcd872ab9c45718,control,False
2ae39e6159a3470bb433e25047644a09,control,True
eb6588df92974ad3bfdb51b61f40f1e3,control,True
8ac9fddaa1b349e5a307f58bca4d3fae,control,True
da33a44060274a62b701dc18dde56bf9,treatment,False
6736243fde684cffbc86b88eb966822d,treatment,False
ef3bb82683994fff96c96c7f846bf4d8,control,True
b5286bbaa2eb4cd4a1f051aefbaa873a,control,False
e55aa9ee88da41e6b490e1e274285409,control,False
b806744e1b8c42e68ebda00350160ad3,control,False
c28489e0287c4a93823d6af6622d6879,control,True
b6fb53793e9945e9912acd16164c9227,control,True
a83a3b0ad18b4d00a5eb472a9932725c,treatment,False
9c5336371aad464aa365cf4abd4bc9b4,control,True
4b54aec908d84ff1a1836325ee08ba1f,treatment,False
b5901afeb1f24762961fbfb301d3ca07,treatment,True
3f3b3f5b73314291aa56c9ec85dc784f,treatment,False
883a6967073f49b6be4ac47a7c5fe41f,control,False
3d00aae0b8674ab99634dca9292fee87,treatment,True
831cddd033c84cb1a7dbb24768c591c1,control,True
611049b56c2f4f8d91f0abd599539039,control,True
9d4153ee76de41cea61ccfdf7f0550bc,control,False
f64b2f58a6874b0c8ad6d4bc67e308bf,control,False
c7493047a1c3499a8f6ab2ccf3606cc8,treatment,False
277f4d6d499a4d1fb31cc46bb66dcf9f,control,False
1121e94180cb46d294461eb78b822aed,treatment,False
637d91d5dfda4c149a4130bdc558e480,treatment,False
f691806281434ead88fba898001136d8,control,False
4638faa63358419e94d010e68001d5af,treatment,False
46eba6ef447c48bf906a81974bc6fd5d,control,False
4c85623adab24c0e94e49f88771a2eee,control,True
a9ce3f5f218f434c891b6b227890ca58,treatment,False
0bd67da4e6174b8f8c357d8003471bd0,treatment,False
92cd4a52743e402188619d1797484ea9,treatment,True
3b4004218f2447c78bd6b03771db8293,control,False
431a7d5803a04b64ba97b5be6223736b,control,True
c41043511e1c49ec83c4c080a6f791ed,control,False
4490df76b07c4261b9e4ae367c58a547,control,False
69618cf8738c4b6bbe582e1d6fffff76,treatment,False
976b63024fbc4509ae7a66a67010c560,treatment,False
17c41da61bb7498b9bdf3de778a01a87,control,False
d80f699210014be89b8172eda0b6ae04,treatment,True
1ff80a4ab246494fbeb2b2abe8cb35b4,control,False
12c43a9b14b54ed89e746229403c5147,treatment,False
f92fde4fb89f421ebc758f1475d918e4,control,False
474f4aa05171413d9fd31ed68edce233,control,False
f96a0a7ec6874ce0bf9738fb0376ab4d,treatment,False
96bb87c8f03f463e82658d964026a2ff,control,False
6b93e4ba393949ba813dd902f1d51f94,control,False
ff6f5219c5274fbda9e8973a79a4945c,control,True
2b765ebc56224c059aadd151acd7736f,control,True
e69a450ef0964e91aec725ef370aa40a,control,False
bc8e152ff559475398d683f31d8fb1a7,treatment,False
dbaa466aa27e48728d6f3bec86ce464b,treatment,False
7cdcb15556fe4af38a795e4d92b81b97,treatment,False
acdd163afd024242ba94a30d17326cc7,treatment,True
6fa3b1effa0d40e794b027da089a0b7d,control,False
a18e2fdbd7ec462a8465c76c451fa3a0,treatment,False
7284f6db78364c769f6aeb2b31867299,control,False
aff91bff017342afa90511fb7bd8da51,treatment,False
ec8d1ea6776647f8ac3aefd18c6d5db7,control,False
2ec90b709234405ba225e91e90dc6477,control,False
699b3cc600024f6f80a46d7de3361ec4,control,True
21e3c2c1e59f42888e8e1ef46148b027,treatment,False
faa1a342b01e4fed992bf522cc61fe8c,control,False
0e0a82e6e5364353abb7568ff94e3557,control,False
5918776f2b784cc0a18e2605bc2e09b1,treatment,True
cf3bd2248b4f49118c240a08ac34787a,control,False
5af4c393a3314e3bb6da39327f79c51b,control,False
31448d6a48e64d299865d1cc2a2e005b,control,False
5b28fd85005c411bb5792c2f294f2370,control,False
d5aa018a24174c2db1258f306b5cf6ba,control,True
d5f7be4eda9d4a9d8f6150bb4afa3508,treatment,True
39590e1538d2433caa0576a28886fdec,treatment,False
42e511dd9eb847b5b70a8812893e682c,control,True
34581764a98e48ed9d682db6eb5b4609,control,False
191986b1741d4ce8b3e044c35e0a8d3c,control,False
1d27dcf121a845199d532cf1bfdeba9a,control,False
48fabae75111418cb33ff5fc6a832acc,control,False
d7a9adb483444a04b475fb5d9c94852d,treatment,True
607bb2718cfd4a22ab2f3d36fbc9008b,control,False
ed6fa52c3e2f49d9ad823df8a3ecee9a,treatment,False
d95196a4688342c6b1ed7e692f6a24eb,treatment,False
93f2973b1a0b48d8a0d77ab543f24543,treatment,True
95f1032dda6042b081b9ee1632ed5dda,control,False
15b31a85b16f42e491f2296ef991cf9d,control,False
ae6a18986c014a7eb0a1f6298eb1fd88,treatment,True
9f622b70eea84d5a8bc2403af1cea916,treatment,True
9af7986be46d41aebcf0b49fe563dcdd,treatment,False
cb435355c65d40fab8ecc5814e57a568,treatment,True
e75e26f1769e450c84551fb67623f65f,treatment,False
ca143016233a424290689ba6847d3e1e,control,False
47e17b790ca9414482379ddc449d2775,treatment,True
1c57b9c83704439cb23bc06addbcf70e,control,True
3498bd3c77ef4cda8537583b7f553d7f,control,False
7bf50e2b464f462db3a5e582550ff0ef,treatment,False
e11b962c3045447ea16f56a3ae1c0375,control,False
b6a3646420904a35b3f2620ae4396792,treatment,False
12fe713a4b7c4212b594310926cce1cd,treatment,False
e46b529c45d445e38e34e426c951fe48,treatment,True
bd1e60d42a884577873e3e20e596cacf,control,False
93e14531f51241fa835332e132bce9b6,control,False
4a0796b9fd6c4f14b9d58fc9a66fa491,treatment,True
ed20a5afe126496b884805f9ab497c67,control,False
0629d6b5384649dc855f63d8272c85bc,treatment,False
b303dcb1cd0548e0bb513ff97fee97be,control,True
849f0a250a0745e7b93ffd9b332f0758,control,False
2cb96c822a624173a5a508a8939d8b2f,control,True
d88b8cac5a5245d6a360b8cf7ba65ac5,treatment,True
15e2d71dd9d9492db85ed1e1e20565b4,treatment,False
8b9327a6a8b04b6c80e6d41211d348db,treatment,False
cdc667a76f6f451e835f5d92ce3f2c4f,treatment,True
